temperature_C,pressure_bar,flow_m_s,pH,CO2_ppm,H2S_ppm,DO_mgL,water_cut,inhibitor_eff,CP_voltage,P_corrosion,Corrosion
63.99,32.51,0.166,5.962,300.58,0.536,0,0.458,0.286,-0.546,0.9469,1
66.47,25.55,1.495,7.505,384.71,4.78,0.414,0.142,0.048,-0.389,0.868,1
55.17,22.87,0.561,6.05,273.01,29.762,0.162,0.191,0.28,-0.969,0.662,0
75.74,30.35,0.508,7.398,309.02,0.177,0,0.161,0.152,-0.634,0.758,1
47.74,34.31,0.943,6.88,259.07,9.219,0.974,0.316,0.195,-1.05,0.6288,1
45.36,21.53,1.216,6.541,8.17,1.343,1.008,0.325,0.013,-0.922,0.4316,1
62.24,34.1,1.082,5.938,2346,2.503,0,0.217,0.146,-0.416,0.9997,1
70.47,34.09,0.629,6.425,10.26,2.332,0.37,0.058,0.272,-0.649,0.535,0
76.84,34.77,0.747,6.652,150.83,11.453,0.527,0.344,0.339,-0.925,0.3868,0
55.41,36.09,0.433,7.326,33.32,3.511,0,0.376,0.323,-0.98,0.2155,0
70.79,41.01,0.888,5.791,30.59,2.964,0,0.099,0.245,-0.803,0.6698,0
59.61,28.22,1.538,6.29,473.28,8.519,1.272,0.343,0.348,-0.953,0.5404,0
58.27,30.55,0.998,6.536,166.5,0.251,0,0.2,0.416,-1.155,0.3026,0
68.84,27.92,1.43,7.03,484.54,0.452,1.255,0.095,0.258,-0.825,0.8221,1
66.52,30.01,1.728,5.773,95.56,0.11,0,0.141,0.172,-1.062,0.6936,0
44.24,37.66,0.706,5.447,88.9,5.823,0.895,0.194,0.283,-0.907,0.6264,0
74.77,23.27,0.907,7.039,86.8,3.729,0.313,0.189,0.138,-0.449,0.7606,0
73.8,25.69,2.086,5.286,287.25,10.438,0.398,0.464,0.369,-0.893,0.5957,1
53.74,36.89,1.722,7.528,506.22,3.451,1.614,0.111,0.297,-1.091,0.7847,0
63.96,35.1,0.164,6.375,180.59,1.254,0,0.177,0.553,-0.668,0.5302,0
64.94,28.18,1.194,5.262,143.05,8.178,0.857,0.296,0.184,-0.772,0.7267,1
62.61,34.27,1,6.116,1090.09,1.743,0.832,0.252,0.5,-0.598,0.9383,1
54.5,31.71,1.413,6.803,37.25,13.72,2.513,0.033,0.373,-0.8,0.223,0
53.28,37.5,0.628,6.074,200.03,1.441,0,0.326,0.264,-0.793,0.5904,1
59.74,30.37,0.58,6.516,157.52,0.918,0.124,0.427,0.082,-0.738,0.5908,1
71.73,35.13,0.662,7.092,30.98,3.399,0.99,0.067,0.058,-0.552,0.7166,0
65.44,43.21,0.714,6.338,93.67,0.259,0.38,0.064,0.109,-1.021,0.5719,0
56.29,32.99,1.408,5.75,8.66,0.185,0.222,0.07,0.692,-0.588,0.463,0
67.72,30.25,0.409,6.261,628.56,3.426,1.075,0.131,0.255,-0.763,0.8744,0
31.51,33.61,0.689,7.632,280.83,1.211,0.34,0.151,0.363,-0.641,0.3413,0
71.49,28.17,0.105,7.848,506.25,0.047,0,0.248,0.436,-1.046,0.777,1
42.6,41.94,1.504,4.884,221.16,1.755,0.936,0.201,0.039,-0.959,0.7034,0
56.38,30.9,1.636,7.373,274.52,3.244,0.725,0.338,0.171,-1.132,0.6573,0
48.8,28.64,0.836,6.7,362.05,2.507,0.312,0.351,0.468,-0.936,0.398,1
47.05,25.82,0.851,7.239,715.83,0.728,0.284,0.306,0.314,-0.838,0.6564,1
71.61,35.49,1.227,6.06,28.87,4.334,0,0.166,0.191,-1.06,0.5545,1
55.32,34.34,1.737,5.085,120.57,6.195,0.935,0.058,0.091,-0.939,0.6722,1
63.47,27.51,1.204,6.968,370.36,5.628,0.284,0.17,0.428,-0.74,0.4826,1
59.53,32.88,0.651,5.747,953.54,2.502,0.038,0.077,0.376,-0.599,0.94,1
64.77,22.46,0.191,5.389,1185.97,0.74,0,0.447,0.383,-0.818,0.9747,1
60.77,30.92,0.442,5.445,304.92,3.461,0.735,0.417,0.07,-0.775,0.7909,1
47.17,32.26,1.037,6.981,64.55,11.056,0.195,0.199,0.515,-0.846,0.2216,1
69.96,38.54,0.672,6.612,38.08,3.162,0,0.103,0.101,-0.931,0.5532,1
55.06,26.15,1.097,7.126,875.87,1.089,0,0.533,0.069,-0.868,0.919,1
44.43,23.61,0.724,7.035,170.71,0.488,0.36,0.207,0.076,-0.859,0.5528,1
55.72,25.52,0.471,6.163,65.01,14.405,0.377,0.388,0.279,-0.663,0.5148,1
75.01,23.32,0.411,6.444,814.94,6.794,0.354,0.067,0.533,-0.614,0.8168,1
68.5,36.68,1.781,6.091,33.12,1.877,0.27,0.335,0.423,-0.797,0.263,0
56.51,37.74,1.444,6.332,392.32,1.75,0,0.214,0.046,-0.939,0.7325,0
56.51,31.6,1.865,5.726,294.46,11.279,0,0.136,0.428,-1.23,0.5159,1
56.78,36.11,1.27,6.812,27.55,0.977,1.21,0.252,0.313,-0.994,0.2173,0
80.77,30.67,0.785,7.36,124.09,3.829,1.122,0.353,0.324,-0.74,0.3746,0
63.82,29.52,1.662,5.847,48.73,6.25,0.847,0.148,0.365,-0.877,0.3711,0
64.3,28.33,0.983,7.525,278.28,2.524,0.794,0.174,0.4,-0.851,0.4063,1
70.3,28.45,1.11,6.591,194.52,0.204,1.043,0.315,0.184,-1.116,0.6659,1
62.39,22.26,0.979,6.693,1.29,1.292,0,0.085,0.1,-0.871,0.4879,0
57.41,31.32,0.473,5.14,1115.31,11.604,0.52,0.268,0.235,-0.652,0.9769,1
58.04,29.8,1.802,5.054,129.04,3.702,0,0.061,0.49,-1.159,0.3889,1
59.28,33.73,1.246,6.615,89.6,8.449,0,0.11,0.134,-1.548,0.5509,1
59.63,30.47,1.165,7.132,75.48,4.056,0.721,0.241,0.738,-1.06,0.2533,0
67.28,29.19,0.969,5.963,51.88,14.377,1.068,0.152,0.233,-0.758,0.6794,1
60.52,25.64,1.082,7.836,2116.56,11.992,0.384,0.286,0.366,-0.991,0.994,1
67.33,30.36,0.701,7.088,104.91,3.297,1.489,0.168,0.278,-0.647,0.5893,1
59.19,33.69,1.308,5.773,156.02,1.916,0.627,0.239,0.398,-0.61,0.4138,0
60.79,24.28,0.346,6.525,615.21,4.602,0.034,0.066,0.296,-1.087,0.8534,1
40.02,30.44,1.093,8.482,308.07,5.618,0,0.103,0.469,-0.631,0.3715,1
69.16,31.17,1.281,5.506,137.99,3.449,1.111,0.35,0.114,-0.617,0.7305,0
63.46,26.41,0.901,6.923,685.8,8.638,0.577,0.142,0.106,-0.768,0.8886,1
69.98,27.06,1.185,6.242,415.56,1.013,0.906,0.157,0.078,-0.852,0.7935,1
31.04,31.15,0.504,7.066,77.59,2.035,0,0.274,0.183,-0.589,0.6531,1
80.88,24.33,0.517,7.514,309.63,5.798,0.647,0.081,0.041,-0.473,0.8804,1
58.6,31.75,1.118,6.191,766.85,1.416,0.193,0.36,0.227,-0.816,0.8978,1
71.08,25.52,1.339,7.395,205.83,2.898,0,0.103,0.304,-0.75,0.3868,1
49.6,35.31,0.063,8.277,396.84,16.584,0.462,0.17,0.357,-0.657,0.6319,1
66.13,41.69,1.261,6.553,1063.21,4.916,1.155,0.138,0.433,-0.442,0.9377,1
49.47,25.7,0.728,7.128,351.76,14.885,1.86,0.502,0.15,-0.542,0.8184,1
53.76,32.67,0.904,6.028,32.42,6.409,0.645,0.022,0.176,-0.9,0.4806,0
79.14,26.37,0.33,6.515,84.14,6.449,0.075,0.103,0.523,-0.548,0.5213,0
58.09,35.2,0.574,6.359,271.23,4.481,0.038,0.395,0.572,-1.217,0.3718,0
62.17,23.67,1.483,7.138,96.71,0.767,1.078,0.248,0.164,-0.694,0.5581,0
68.7,32.4,1.016,7.464,947.77,3.667,0,0.145,0.036,-0.231,0.9738,1
64.96,25.64,0.809,6.412,155.94,1.456,0.873,0.613,0.393,-1.051,0.3245,0
61.5,28.97,0.942,7.727,183.32,33.122,0.676,0.329,0.133,-0.832,0.6295,0
63.65,24.84,1.245,7.724,362.8,1.553,0.61,0.417,0.327,-0.899,0.4654,1
84.03,34.11,1.22,7.177,222.86,1.311,0,0.244,0.279,-0.868,0.7406,1
59.42,25.82,0.962,6.087,144.45,4.889,0.286,0.233,0.152,-0.611,0.5798,1
62.01,32.76,1.546,6.011,23.92,3.576,0,0.019,0.176,-0.627,0.503,1
70.51,28.28,1.485,5.85,272.23,0.108,0.147,0.091,0.4,-0.664,0.5565,0
71.06,29.43,1.207,7.259,606.53,0.694,1.05,0.16,0.363,-0.755,0.6771,1
71.87,30.74,1.027,5.531,347.28,8.331,1.239,0.215,0.238,-0.646,0.8493,1
66.39,26.19,1.329,7.041,144.14,3.305,0.628,0.074,0.156,-0.913,0.6131,0
48.57,31.05,1.157,5.635,41,0.789,0.158,0.05,0.454,-0.679,0.2938,0
76.33,37.65,1.53,7.159,508.4,3.13,1.453,0.084,0.355,-0.696,0.6346,0
48.54,26.11,1.45,6.514,852.89,1.459,0.15,0.176,0.323,-0.94,0.7424,1
63.03,35.86,0.491,7.567,147.44,1.265,0,0.322,0.372,-0.809,0.3106,0
52.46,37.49,0.457,7.413,391.3,15.818,0.918,0.194,0.079,-0.781,0.7257,1
59.36,25.92,0.649,7.648,158.68,2.247,0.775,0.018,0.383,-0.827,0.3022,0
63.29,22.72,1.488,7.669,209.31,0.238,0.174,0.057,0.518,-0.902,0.3529,1
63.21,31.51,0.212,6.615,543.24,17.588,0.56,0.55,0.219,-0.954,0.9201,1
64.22,27.26,1.197,5.573,26.13,7.92,0.765,0.202,0.231,-0.996,0.6486,1
76.14,39.34,1.181,5.658,226.72,1.468,0.622,0.403,0.072,-0.849,0.8026,0
64.54,30.17,1.581,4.831,72.48,2.629,0.775,0.223,0.425,-0.77,0.3795,1
57.56,25.99,1.09,5.633,124.57,9.913,0.197,0.187,0.218,-0.491,0.8138,1
69.64,24.26,0.328,6.555,310.21,2.211,0.816,0.134,0.202,-1.139,0.7356,1
71.89,35.45,0.52,6.052,8.28,4.19,0.511,0.149,0.127,-0.635,0.5406,1
47.72,27.14,0.409,6.356,270.29,3.827,0.217,0.124,0.175,-0.406,0.7705,1
65.97,30.22,0.731,6.894,99.99,2.565,0.352,0.17,0.279,-1.199,0.5792,1
67.01,34.78,0.909,6.257,332.13,5.101,0.441,0.13,0.404,-0.432,0.6426,1
57.02,27.58,0.417,5.603,45.8,3.206,0,0.022,0.065,-0.474,0.7646,1
73.76,29.77,1.735,6.457,399.33,0.107,0.118,0.117,0.269,-0.776,0.7979,1
58.5,29.92,0.337,5.781,311.23,8.42,0.539,0.103,0.458,-0.843,0.5383,1
61.26,33.42,1.673,6.283,1064.65,0.6,0,0.043,0.27,-0.929,0.9577,1
58.27,32.95,1.593,7.574,726.53,3.119,0.128,0.134,0.348,-0.869,0.6995,0
60.16,28.9,1.449,6.284,99.93,4.336,1.931,0.108,0.311,-0.848,0.2695,0
49.04,30.32,0.653,7.917,8.31,6.112,0,0.037,0.343,-0.873,0.1939,0
45.6,28.14,1.171,7.645,319.58,2.645,0.27,0.038,0.322,-0.898,0.3679,1
75.95,22.61,0.361,6.037,277.06,6.65,0,0.306,0.313,-0.349,0.6457,0
51.53,31.29,1.455,5.611,8.34,0.704,0.43,0.266,0.318,-0.813,0.28,0
50.09,39.46,0.963,6.458,39.26,5.299,0.011,0.177,0.134,-0.876,0.4674,1
38.47,25.58,0.795,7.423,263.63,8.753,0.354,0.056,0.319,-0.729,0.3409,0
53.61,26.13,0.388,6.108,728.54,11.011,0.069,0.345,0.055,-0.521,0.9375,1
46.77,25.65,0.239,7.226,710.94,4.332,1.133,0.359,0.341,-0.916,0.8073,1
76.42,33.62,0.481,7.467,49.28,1.876,0.549,0.274,0.31,-0.601,0.305,0
70.1,32.24,1.556,5.881,145.63,0.892,0,0.249,0.135,-0.736,0.7386,0
53.12,29.21,0.799,5.959,13.25,2.12,1.004,0.307,0.035,-0.876,0.575,1
82.52,25.41,0.915,7.07,190.05,3.882,0,0.216,0.25,-0.677,0.7152,1
69.82,30.46,1.328,6.621,419.61,1.093,0,0.146,0.243,-0.485,0.8865,1
56.75,22.18,1.903,5.951,468.16,15.237,0.498,0.093,0.137,-0.743,0.8569,0
35.01,30.72,1.663,6.218,207.34,11.372,1.644,0.161,0.253,-0.63,0.5919,0
82.91,34.36,0.514,6.444,30.23,0.168,0,0.026,0.378,-0.739,0.3206,0
46.1,23.74,0.029,5.248,144.07,4.127,0,0.515,0.129,-0.115,0.894,1
43.55,22.34,2.18,7.113,806.92,7.787,0.952,0.089,0.238,-0.733,0.8976,1
70.23,37.9,2.134,6.117,78.26,1.408,0.115,0.495,0.233,-0.325,0.7387,1
84.4,26.94,1.094,4.273,115.59,3.711,0.867,0.128,0.275,-0.508,0.8738,0
73.84,35.68,0.365,6.481,412.1,2.604,0,0.148,0.528,-0.769,0.5531,0
65.64,29.23,1.482,5.907,396.81,1.094,0.585,0.05,0.195,-0.892,0.846,1
65.95,29.19,0.946,7.851,729.82,4.769,1.547,0.396,0.354,-0.791,0.7327,1
68.53,32.19,0.944,6.032,147.37,25.33,0,0.313,0.167,-0.647,0.6371,1
67.59,25.58,1.447,5.622,216.83,2.273,1.114,0.1,0.345,-0.688,0.5006,1
62.81,30.66,1.167,6.906,188.99,4.019,0.908,0.162,0.37,-0.973,0.337,1
61.04,28.09,0.407,5.972,788.3,1.986,0,0.377,0.151,-0.717,0.9419,1
59.37,23.4,0.838,5.876,440.03,10.476,0.835,0.148,0.085,-0.955,0.8529,1
52.46,31.69,1.331,6.908,534.14,9.998,0.544,0.16,0.13,-0.484,0.8911,0
57.19,28.68,1.255,5.668,42.85,0.985,0.555,0.197,0.16,-1.025,0.616,0
43.07,29.21,1.131,5.334,470.84,11.51,0.702,0.037,0.322,-1.058,0.6136,1
59.02,23.95,1.467,7.881,170.21,0.821,0.29,0.149,0.111,-0.742,0.5965,0
50.11,37.96,0.819,6.964,7.08,0.502,0.542,0.133,0.069,-0.894,0.4313,0
48.96,34.38,1.089,6.289,18.59,5.291,0.645,0.093,0.281,-0.715,0.4516,0
61.8,34.82,0.688,6.497,339.88,2.438,0.948,0.167,0.362,-0.517,0.612,0
73.92,28.47,0.775,6.905,139.57,3.783,0,0.079,0.151,-0.437,0.7853,1
69.18,21.35,1.382,7.279,607.75,5.286,1.275,0.293,0.217,-1.079,0.8762,1
44.29,39.76,0.805,5.895,397.59,0.271,0,0.356,0.42,-0.855,0.548,0
50.1,29.69,0.767,6.793,6.58,1.733,0.957,0.251,0.316,-0.646,0.1857,0
69.41,26.26,0.479,6.095,348.36,3.089,0.548,0.43,0.244,-0.576,0.8621,1
50.18,32.08,1.502,6.349,64.09,1.55,0,0.137,0.184,-1.103,0.474,1
57.75,35.84,1.274,6.629,164.76,0.251,0.817,0.297,0.162,-0.889,0.5865,1
65.5,29.88,1.413,6.495,294.04,0.453,0,0.161,0.773,-0.415,0.5968,1
50.32,36.39,0.137,7.088,618.4,8.091,1.141,0.177,0.142,-0.876,0.9177,1
61.05,35.41,0.92,6.89,182.7,12.117,0.073,0.188,0.338,-0.614,0.3361,1
46.66,24.62,0.86,5.293,495.85,0.826,0,0.415,0.124,-0.522,0.9159,1
53.99,26.63,0.86,5.414,458.31,1.433,1.42,0.088,0.328,-0.566,0.7604,1
63.2,34.79,0.692,6.204,160.61,5.281,0.609,0.053,0.774,-0.814,0.3309,1
44.07,16.44,0.827,7.963,208.53,15.425,1.02,0.199,0.709,-0.54,0.4689,0
64.4,29.25,1.425,5.819,361.68,1.78,0,0.127,0.565,-0.847,0.5922,0
59.8,22.85,0.044,6.333,9.49,9.662,0,0.196,0.324,-1.175,0.3952,0
65.52,27.62,1.889,6.071,664.4,3.526,1.505,0.265,0.203,-1.261,0.8812,1
62.24,28.51,1.242,6.057,440.66,15.682,0.496,0.462,0.447,-0.857,0.5292,0
73.64,28.21,0.979,6.643,86.07,0.732,0.795,0.269,0.547,-0.707,0.3167,0
61.25,27.24,1.453,7.621,1191.85,18.186,0.894,0.136,0.351,-0.959,0.913,1
55.71,24.51,0.274,6.865,59.31,2.908,0.299,0.349,0.066,-0.68,0.6883,1
61.22,41.46,0.668,5.857,736.32,15.281,0.636,0.08,0.315,-1.001,0.8151,1
65.43,39.34,0.939,8.703,117.68,3.069,1.456,0.485,0.323,-0.639,0.3019,0
60.49,24.19,1.683,6.563,432.09,3.776,0.481,0.168,0.188,-0.53,0.8706,1
60.41,37.91,0.977,6.038,182.85,8.168,1.065,0.226,0.659,-0.704,0.3333,0
52.98,28,1.225,7.63,400.07,6.412,0,0.267,0.661,-1.042,0.4526,0
53.37,30.65,0.705,6.125,50.8,4.833,1.174,0.122,0.375,-0.961,0.2175,0
45.97,29.68,1.243,7.83,94.21,2.698,0,0.514,0.653,-0.831,0.2284,0
77.5,26.7,1.839,5.803,31.56,7.862,1.106,0.137,0.059,-0.707,0.7098,0
47.56,34.92,1.498,7.644,601.06,14.805,0.734,0.147,0.324,-0.795,0.5874,0
53.07,30.63,0.959,6.661,105.42,0.049,0.442,0.104,0.612,-1.068,0.2456,0
52.82,27.62,1.338,7.533,355.72,4.432,0.44,0.064,0.739,-0.564,0.5802,0
68.95,23.48,1.289,8.021,514.81,10.049,0.348,0.206,0.246,-0.475,0.9148,1
57.05,25.53,1.253,5.594,695.06,5.294,0.008,0.127,0.341,-0.713,0.7818,1
72.48,21.79,1.556,7.521,33.71,8.068,0.376,0.099,0.492,-0.78,0.2892,0
53.27,30.06,1.552,5.373,670.52,11.272,1.825,0.1,0.478,-1.043,0.7553,0
62.79,24.02,0.936,5.662,65.91,6.951,1.281,0.361,0.38,-1.272,0.3784,0
51.65,28.67,1.321,5.857,400.57,6.312,0,0.166,0.139,-0.774,0.8153,1
81.45,36.85,0.808,6.903,391.52,16.726,0.661,0.169,0.068,-0.717,0.8254,1
48.12,36,0.538,6.526,2.56,9.964,0.558,0.137,0.158,-0.483,0.6125,1
63.1,29.84,0.865,6.366,74.78,8.447,0.415,0.191,0.408,-0.643,0.2761,0
66.34,29.56,0.962,6.617,203.13,0.452,0,0.227,0.08,-0.474,0.7919,1
64.14,39.4,0.169,6.973,163.44,1.366,0.768,0.057,0.162,-0.681,0.7813,1
58.15,32.6,1.43,7.035,752.42,4.068,1.008,0.174,0.315,-0.551,0.8348,0
58.7,28.36,0.384,7.375,133.76,6.182,0,0.349,0.177,-1.019,0.5806,1
60.44,22.87,2.357,7.956,829.31,1.806,1.673,0.13,0.108,-0.658,0.9166,1
58.53,31.97,1.751,6.483,184.54,0.49,1.413,0.169,0.59,-0.844,0.3152,1
69.64,34.15,0.869,6.083,1000.23,1.863,0.829,0.343,0.26,-0.756,0.9566,1
82.11,26.84,1.005,6.991,401.09,7.371,0,0.143,0.099,-0.647,0.8314,0
54.43,31.46,1.151,5.585,530.42,10.494,0.741,0.116,0.644,-0.863,0.6747,1
46.3,28.18,0.705,5.957,33.24,12.204,0.669,0.078,0.321,-1.069,0.2994,0
59.12,29.08,1.096,7.3,264.67,2.381,0.808,0.207,0.264,-0.821,0.6629,0
85.8,17.56,0.928,6.401,46.19,2.33,1.454,0.215,0.241,-0.979,0.6352,1
51.96,28.89,0.953,5.533,105.98,2.61,0.394,0.36,0.371,-0.603,0.3446,0
76.39,34.85,1.091,5.308,293.1,2.356,1.729,0.281,0.169,-0.589,0.9095,1
76.78,26.84,0.343,6.539,388.64,5.486,0.744,0.146,0.265,-0.671,0.8102,1
54.46,30.26,1.02,7.414,11.99,2.218,0.326,0.072,0.096,-0.517,0.6284,1
65.69,26.22,1.082,7.403,227.11,0.103,1.94,0.235,0.298,-0.731,0.6671,1
76.28,31.8,1.064,6.589,249.94,2.89,0.998,0.238,0.25,-0.783,0.7262,1
56.21,28.92,0.892,8.107,24.63,1.269,0.227,0.154,0.099,-0.655,0.4745,0
57.96,25.3,1.569,6.416,208.36,0.146,0.551,0.171,0.668,-0.706,0.3284,0
54.18,36.66,0.823,6.389,375.36,3.182,0.881,0.124,0.2,-0.956,0.7129,1
49.85,34.64,1.114,4.446,16.41,1.153,0.409,0.423,0.264,-0.631,0.562,1
53.51,26.98,1.649,6.142,428.47,3.014,0.58,0.146,0.575,-1.286,0.464,0
47.76,32.49,0.96,7.182,257.71,1.627,0.01,0.328,0.734,-0.514,0.4933,0
60.34,32.69,1.107,7.751,537.34,4.628,0,0.075,0.293,-0.633,0.8204,1
52.3,33.21,0.952,5.836,73.79,23.485,0.564,0.156,0.042,-1.052,0.6265,1
62.34,21.53,1.619,6.87,537.42,3.962,0.584,0.25,0.303,-0.668,0.5888,0
44.44,35.03,0.871,7.338,29.8,5.205,0.816,0.116,0.431,-0.649,0.2041,1
63.31,27.15,1.642,6.509,155.17,12.584,0.154,0.089,0.51,-0.678,0.3278,0
68.34,28.21,0.948,4.673,66.75,2.342,0,0.24,0.278,-0.729,0.6829,0
40.06,43.19,0.57,6.698,626.29,0.911,0,0.254,0.315,-1.048,0.5936,1
63.74,31.51,1.34,7.109,366.15,1.662,1.133,0.055,0.151,-0.551,0.8549,1
72.28,28.07,0.848,5.742,7.71,2.577,0.1,0.093,0.704,-1.056,0.3702,0
47.9,18.97,1.31,6.297,2.87,5.178,0.235,0.111,0.663,-0.9,0.1913,1
76.73,36.95,0.365,5.576,103.28,0.023,0.313,0.079,0.206,-1.119,0.7397,1
64.19,23.27,1.003,4.444,46.39,9.6,0.128,0.03,0.067,-0.759,0.6622,1
52.95,24.98,0.77,7.322,298.52,0.396,0.084,0.159,0.206,-0.87,0.658,1
59.44,28.34,0.468,6.497,327.01,11.546,0,0.071,0.643,-1.065,0.4304,0
65.58,37.08,0.723,7.778,853.94,14.922,1.34,0.326,0.307,-0.376,0.8932,1
60.76,33.87,0.713,7.186,911.22,23.078,0.908,0.319,0.285,-1.078,0.937,1
65.39,29.21,0.976,6.217,322.67,8.291,1.249,0.179,0.156,-0.809,0.7361,1
50.79,31.54,0.316,6.433,1.71,0.765,1.37,0.064,0.535,-0.823,0.1856,1
61.69,27,1.158,6.953,133.42,6.124,0,0.09,0.753,-0.965,0.3066,0
45.86,30.7,1.683,7.274,215.93,1.137,0.706,0.053,0.401,-0.794,0.299,1
58.89,30.37,1.14,6.758,207.45,11.371,0.148,0.162,0.114,-0.788,0.6342,0
50.96,34.84,1.404,7.384,277.4,1.903,1.17,0.095,0.244,-0.844,0.6345,0
52.64,34.84,1.547,6.263,969.83,1.979,0.055,0.175,0.037,-1.113,0.9348,1
72.36,32.47,1.618,5.702,649.35,12.484,0,0.213,0.362,-0.915,0.8093,1
70.91,28.19,1.935,6.448,34.59,0.067,0,0.436,0.272,-0.688,0.5553,1
66.09,33.71,0.75,6.664,92.77,1.078,0.318,0.028,0.345,-0.909,0.2891,0
49.08,29.54,0.641,5.539,537.13,2.74,1.049,0.159,0.349,-0.901,0.6483,1
56.84,24.59,1.392,5.431,521.7,6.032,0.654,0.015,0.042,-0.872,0.8756,1
72.13,27.98,1.354,6.858,96.63,5.214,0,0.028,0.318,-0.784,0.3279,0
61.42,30.42,1.388,6.175,393.45,5.534,1.792,0.144,0.24,-0.557,0.8651,1
83.19,34.55,1.945,6.367,334.46,10.602,0.89,0.138,0.217,-0.735,0.8049,1
63.93,29.08,1.006,6.212,192.46,0.645,0.966,0.271,0.222,-0.668,0.6355,1
61.92,23.95,1.213,7.716,67.49,3.692,1.271,0.151,0.339,-0.577,0.4112,0
56.91,30.28,0.51,7.509,658.5,6.464,0,0.432,0.554,-0.677,0.6601,1
61.34,30.57,2.068,5.51,339.82,5.055,0,0.259,0.444,-0.909,0.5735,0
58.48,30.93,0.832,6.074,55.54,2.974,0.994,0.478,0.402,-0.847,0.238,1
67.08,34.6,0.846,7.18,366.03,0.086,0.014,0.207,0.12,-0.807,0.7576,1
69.57,35.09,0.827,6.982,405.78,0.312,0.335,0.162,0.517,-0.5,0.6918,1
52.14,27.03,0.678,6.467,653.79,0.633,0.453,0.191,0.28,-1.083,0.8461,0
46.69,26.92,0.635,5.59,75.63,2.102,0,0.001,0.256,-0.819,0.6051,0
41.64,24.8,0.738,5.954,1346.33,0.626,0.284,0.408,0.481,-0.809,0.9543,1
65.08,33.49,0.317,6.087,49.96,2.776,1.049,0.07,0.103,-0.995,0.5378,0
48.97,37.24,0.607,6.722,275.4,0.984,0.938,0.111,0.389,-0.868,0.3376,0
38.47,28.42,1.974,7.863,321.16,7.552,1.168,0.258,0.564,-0.922,0.3807,0
63.89,28.79,1.368,5.95,162.88,10.259,1.106,0.138,0.127,-0.582,0.8477,1
84.93,37.33,1.463,5.679,193.33,2.469,0.744,0.191,0.134,-0.824,0.8144,1
59.94,32.53,1.589,6.413,664.67,3.58,0.696,0.069,0.265,-1.002,0.8691,0
68.38,32.18,1.917,7.325,310.92,15.341,0.652,0.16,0.131,-1.145,0.7409,1
60.82,24.05,0.114,5.342,206.15,3.834,0.124,0.165,0.239,-0.874,0.8623,0
59.01,33.39,0.385,7.663,41.21,26.565,0,0.167,0.417,-0.575,0.3903,0
69.19,25.35,0.598,6.362,2.21,0.767,0.086,0.336,0.327,-0.945,0.248,0
57.1,24.33,0.765,5.913,40.05,9.911,0.304,0.166,0.047,-1.043,0.6253,1
62.67,28.27,0.85,5.22,938.33,3.438,0.107,0.486,0.467,-0.682,0.8878,1
63.22,27.07,0.777,7.065,433.29,0.115,0.748,0.061,0.293,-0.824,0.7797,1
53.32,28.89,1.11,6.363,1024.43,17.918,0.621,0.489,0.276,-0.745,0.9473,1
69.92,22.8,1.018,6.637,10.91,16.769,0.686,0.089,0.112,-0.308,0.7071,0
58.25,34.79,0.639,5.779,342.04,2.417,0.711,0.358,0.6,-0.568,0.7091,1
52.44,35.64,0.088,6.245,13.59,15.411,1.217,0.075,0.55,-0.938,0.3635,0
65.37,20.26,0.504,6.111,457.06,0.76,0.495,0.226,0.255,-0.99,0.7987,1
51.02,34.89,0.725,6.42,143.87,5.699,1.105,0.253,0.275,-1.137,0.5503,0
60.28,25.95,0.876,5.964,30.2,1.066,0.81,0.211,0.361,-0.827,0.331,1
59.91,34.28,0.435,5.273,251.83,1.416,1.178,0.228,0.486,-0.62,0.4884,0
70.86,29.66,0.755,8.683,98.6,7.556,1.469,0.178,0.316,-1.109,0.3237,1
64.75,30.14,0.435,5.409,323.27,2.369,0.846,0.061,0.357,-0.635,0.5658,0
59.75,29.07,0.937,6.645,322.04,0.036,0.562,0.11,0.559,-0.672,0.4161,0
68.18,36.06,0.463,5.082,366.24,2.674,0.558,0.145,0.051,-0.728,0.8405,0
73.9,23.8,0.576,4.902,1466.46,1.294,0.218,0.182,0.065,-0.914,0.9938,1
65.58,33.04,0.346,6.578,146.67,5.749,0.198,0.149,0.142,-0.775,0.6228,0
60.1,35.51,0.923,6.639,187.82,1.081,1.041,0.163,0.439,-0.664,0.3242,1
46.88,33.58,0.567,7.509,489.83,9.234,0,0.199,0.122,-0.698,0.772,1
49.35,41.62,1.453,6.82,259.09,1.554,1.469,0.079,0.385,-0.777,0.3268,0
56.95,27.36,1.203,6.38,11.39,2.496,0.409,0.041,0.066,-0.767,0.4683,1
53.9,34.79,0.965,5.74,555.6,1.769,2.217,0.095,0.443,-0.587,0.8092,1
58.13,29.47,0.601,7.699,15.86,5.163,0.084,0.164,0.149,-0.932,0.49,1
60.57,36.17,1.19,7.243,56.2,0.533,0.65,0.176,0.114,-0.69,0.52,0
65.3,29.96,1.345,5.503,32.3,3.251,0.289,0.006,0.309,-0.475,0.5257,0
59.3,28.06,1.071,6.53,24.34,2.036,0.024,0.157,0.41,-0.931,0.2242,0
64.87,36.53,1.802,6.615,7.81,10.777,1.138,0.086,0.215,-0.878,0.5177,0
60.64,27.54,1.23,6.223,16.98,0.381,0,0.208,0.197,-1.158,0.491,1
